job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary_available,avg_salary,city,skills_list
Report Designer/Developer,Pinion Services,1-8 Yrs,1.0,8.0,Not Disclosed,0.0,0.0,"Hyderabad / Secunderabad, Visakhapatnam",365.0,Naukri,4.3,11.0,"SQL, SSRS, Data modeling",No,0.0,Hyderabad,"['Sql', 'Ssrs', 'Data Modeling']"
Business Systems/Data Analyst,Pinion Services,1-8 Yrs,1.0,8.0,Not Disclosed,0.0,0.0,"Hyderabad / Secunderabad, Visakhapatnam",365.0,Naukri,4.3,11.0,"SQL, Informatica, SSRS",No,0.0,Hyderabad,"['Sql', 'Informatica', 'Ssrs']"
Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,2-5 Yrs,2.0,5.0,₹ 1.15 - 2.5L/yr (AmbitionBox estimate),115000.0,250000.0,Bangalore / Bengaluru,1825.0,Naukri,4.2,12.0,"MS Office, Analytical, Advanced",Yes,182500.0,Bengaluru,"['Ms Office', 'Analytical', 'Advanced']"
Data Analyst,Derivium Tradition,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,Mumbai,24.0,Naukri,3.3,2.0,"Communication Skills, IQ, SQL Queries",No,0.0,Mumbai,"['Communication Skills', 'Iq', 'Sql Queries']"
Data Analyst,Magzter Digital Private Limited,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Chennai,365.0,Naukri,3.2,20.0,"SQL, Python, Troubleshooting",No,0.0,Chennai,"['Sql', 'Python', 'Troubleshooting']"
Data Analyst,Legalwiz,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,Ahmedabad,365.0,Naukri,4.5,7.0,"Coding, Data mining, Business intelligence",No,0.0,Ahmedabad,"['Coding', 'Data Mining', 'Business Intelligence']"
Insurance Data Analyst,XDuce,2-3 Yrs,2.0,3.0,Not Disclosed,0.0,0.0,Ahmedabad,730.0,Naukri,3.2,22.0,"Underwriting, Claims, Data analysis",No,0.0,Ahmedabad,"['Underwriting', 'Claims', 'Data Analysis']"
Data Analyst,Innovative Techhub Private Limited,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Pune,365.0,Naukri,4.3,14.0,"Python, Data modeling, Stored procedures",No,0.0,Pune,"['Python', 'Data Modeling', 'Stored Procedures']"
Sr. Analyst,Wissda Inc,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,330.0,Naukri,4.4,9.0,"Business Analyst, Project management, Consulting",No,0.0,Bengaluru,"['Business Analyst', 'Project Management', 'Consulting']"
Data Analyst,Epaylater,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Mumbai,365.0,Naukri,3.8,52.0,"MIS, Analytics, SQL",No,0.0,Mumbai,"['Mis', 'Analytics', 'Sql']"
RBHU Analytics - Data Analyst Trainee - R/Python,RBHU ETG Private Limited,0-2 Yrs,0.0,2.0,Not Disclosed,0.0,0.0,Mumbai,27.0,Naukri,2.9,4.0,"Data Science, R, Power BI",No,0.0,Mumbai,"['Data Science', 'R', 'Power Bi']"
DATA ANALYST,Scaleup Mission,3-4 Yrs,3.0,4.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.3,3.0,"Business strategy, Data Analyst, Operations management",No,0.0,Bengaluru,"['Business Strategy', 'Data Analyst', 'Operations Management']"
CRM Data Analyst,Screen-Magic,1-4 Yrs,1.0,4.0,Not Disclosed,0.0,0.0,Pune,90.0,Naukri,3.8,26.0,"Team management, CRM, Data management",No,0.0,Pune,"['Team Management', 'Crm', 'Data Management']"
Data Analyst-SR,A T L A S Systems Pvt LTD,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Chennai,365.0,Naukri,2.9,38.0,"SQL, Process improvement, HTTP",No,0.0,Chennai,"['Sql', 'Process Improvement', 'Http']"
Data Analyst - Power BI/Tableau (5-7 yrs),RiskInsight Consulting Pvt Ltd,5-7 Yrs,5.0,7.0,Not Disclosed,0.0,0.0,Chennai,30.0,hirist,3.9,4.0,"Data Analyst, Data Analytics, RDBMS",No,0.0,Chennai,"['Data Analyst', 'Data Analytics', 'Rdbms']"
Technical Consultant - Tableau,Tableau Software,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram
													+2 more",30.0,Naukri,1.1,2.0,"tableau, Data modeling, Agile development",No,0.0,Pune,"['Tableau', 'Data Modeling', 'Agile Development']"
Data Analyst,Anju Software,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,Pune,150.0,Naukri,4.7,7.0,"Healthcare, SQL, Process improvement",No,0.0,Pune,"['Healthcare', 'Sql', 'Process Improvement']"
Data Analyst - DS (Quantum),m360 Research,5-7 Yrs,5.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,210.0,Naukri,4.1,17.0,"Data validation, ISO, Healthcare",No,0.0,Bengaluru,"['Data Validation', 'Iso', 'Healthcare']"
Power BI Developer,Bitscape Infotech Pvt. Ltd,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Ahmedabad,1095.0,Naukri,3.9,31.0,"SQL, SSIS, Data modeling",No,0.0,Ahmedabad,"['Sql', 'Ssis', 'Data Modeling']"
Voice and Accent Trainer - Diya Systems,GlowTouch Technologies,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Mangaluru,1460.0,Naukri,3.5,88.0,"Monitoring, Training, Customer experience",No,0.0,Mangaluru,"['Monitoring', 'Training', 'Customer Experience']"
Data Analyst,GlowTouch Technologies,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Mangaluru,1460.0,Naukri,3.5,88.0,"Technical support, ITES, SQL",No,0.0,Mangaluru,"['Technical Support', 'Ites', 'Sql']"
data analyst,infoveave,1-3 Yrs,1.0,3.0,₹ 4.5 - 8.5L/yr (AmbitionBox estimate),450000.0,850000.0,Bangalore / Bengaluru,365.0,Naukri,3.8,20.0,"Data validation, Usage, Data analysis",Yes,650000.0,Bengaluru,"['Data Validation', 'Usage', 'Data Analysis']"
Data Analyst,Fashion TV India,1-4 Yrs,1.0,4.0,Not Disclosed,0.0,0.0,Mumbai,300.0,Naukri,3.4,179.0,"CRM, Supply chain management, Data analysis",No,0.0,Mumbai,"['Crm', 'Supply Chain Management', 'Data Analysis']"
Senior data analyst,Fashion TV India,5-6 Yrs,5.0,6.0,Not Disclosed,0.0,0.0,Mumbai,300.0,Naukri,3.4,179.0,"CRM, Sales operations, Supply chain management",No,0.0,Mumbai,"['Crm', 'Sales Operations', 'Supply Chain Management']"
Presales Data Analyst,DiLytics,3-10 Yrs,3.0,10.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,210.0,Naukri,4.3,11.0,"Data Analyst, RFP, IT services",No,0.0,Hyderabad,"['Data Analyst', 'Rfp', 'It Services']"
Sr. Quality Analyst - Data,Assimilate Solutions,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,"Noida, Gurgaon / Gurugram",730.0,Naukri,3.3,741.0,"BPO, Manager Quality Assurance, ETL testing",No,0.0,Noida,"['Bpo', 'Manager Quality Assurance', 'Etl Testing']"
Sr. Data Analyst,Assimilate Solutions,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,"Noida, Gurgaon / Gurugram",730.0,Naukri,3.3,741.0,"BPO, Excel, Coding",No,0.0,Noida,"['Bpo', 'Excel', 'Coding']"
MAF Group - Lead Data Analyst - Snowflake/Azure Data Factory (3-8 yrs),MAF Group,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,30.0,hirist,5.0,1.0,Not Specified,No,0.0,Not Specified,[]
Senior Business Analyst (2-5 yrs),Zyoin group,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,27.0,hirist,4.0,1.0,"Business Analyst, Data Analyst, Data Visualization",No,0.0,Bengaluru,"['Business Analyst', 'Data Analyst', 'Data Visualization']"
IT Training Center,Excel PTP,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Ahmedabad,1095.0,Naukri,5.0,2.0,"Market research, Email marketing, Social media",No,0.0,Ahmedabad,"['Market Research', 'Email Marketing', 'Social Media']"
Data Visualization (Microsoft Power BI),Wim Plast,2-3 Yrs,2.0,3.0,Not Disclosed,0.0,0.0,Mumbai,730.0,Naukri,3.7,36.0,"Data collection, power bi, Data Analyst",No,0.0,Mumbai,"['Data Collection', 'Power Bi', 'Data Analyst']"
Data Analyst (Microsoft Power BI),Wim Plast,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Mumbai,330.0,Naukri,3.7,36.0,"microsoft, power bi, Data Analyst",No,0.0,Mumbai,"['Microsoft', 'Power Bi', 'Data Analyst']"
Data Analyst Intern,Wadhwani AI,0-1 Yrs,0.0,1.0,Not Disclosed,0.0,0.0,Mumbai,60.0,Naukri,3.1,18.0,"Healthcare, Analytical, Data management",No,0.0,Mumbai,"['Healthcare', 'Analytical', 'Data Management']"
Aezion - Senior Data Architect - Data Modeling (8-20 yrs),Aezion.Inc,8-20 Yrs,8.0,20.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Mysuru / Mysore, Coimbatore",30.0,hirist,5.0,1.0,"Data Architect, Data Modeling, SQL",No,0.0,Bengaluru,"['Data Architect', 'Data Modeling', 'Sql']"
Senior Data Analyst,Ajackus Consulting,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,India,28.0,Naukri,4.0,1.0,"Google Data Studio, Power Bi, MySQL",No,0.0,India,"['Google Data Studio', 'Power Bi', 'Mysql']"
Data Analyst,Airvin Skills,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,22.0,Naukri,2.2,5.0,Not Specified,No,0.0,Not Specified,[]
Data Science Engineer - Machine Learning/NLP (5-10 yrs),Consulting Pandits,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Pune,60.0,hirist,5.0,2.0,"Data Science, Data Scientist, Machine Learning",No,0.0,Pune,"['Data Science', 'Data Scientist', 'Machine Learning']"
Data Analyst,Nurturing Green Retail Pvt. Ltd,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Noida,365.0,Naukri,3.8,25.0,"Macros, Data mining, Data collection",No,0.0,Noida,"['Macros', 'Data Mining', 'Data Collection']"
Data Analyst,Cointab,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,"Mumbai, Maldah / Malda",365.0,Naukri,4.1,14.0,C,No,0.0,Mumbai,['C']
MIS & Data Analysts,Innovative IT Initiatives,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Mohali,365.0,Naukri,3.6,30.0,"MIS, MS Access, Monitoring",No,0.0,Mohali,"['Mis', 'Ms Access', 'Monitoring']"
Staff Business and Data Analyst - Power BI Developer,Service Now Planet,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,30.0,Naukri,5.0,1.0,"SQL, Agile, Scrum",No,0.0,Hyderabad,"['Sql', 'Agile', 'Scrum']"
Data Analyst,Eagle Forgings,0-1 Yrs,0.0,1.0,₹ 1.25 - 2L/yr,125000.0,200000.0,Noida,30.0,Naukri,2.5,6.0,Digital Marketing,Yes,162500.0,Noida,['Digital Marketing']
Haleon - Data Analyst (4-8 yrs),Haleon,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,60.0,iimjobs,3.5,68.0,"Analytics, Data Analytics, Consulting - Healthcare",No,0.0,Gurugram,"['Analytics', 'Data Analytics', 'Consulting - Healthcare']"
Data Analyst,InOpen Technologies,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,25.0,Naukri,2.9,2.0,"metadata, python, data analysis",No,0.0,Hyderabad,"['Metadata', 'Python', 'Data Analysis']"
Oracle HCM Data Analyst,AVTECH Software Services,1-7 Yrs,1.0,7.0,Not Disclosed,0.0,0.0,Remote,60.0,Naukri,4.5,4.0,"Data Analyst, Oracle, Data structures",No,0.0,Remote,"['Data Analyst', 'Oracle', 'Data Structures']"
Lead Data Analyst/Scientist Python Appzlogic,Appzlogic Mobility Solutions Pvt Ltd,6-8 Yrs,6.0,8.0,Not Disclosed,0.0,0.0,Noida,300.0,Naukri,3.8,26.0,"lead data analyst, Python, Coding",No,0.0,Noida,"['Lead Data Analyst', 'Python', 'Coding']"
Consultant - Data Analyst,RGA,0-1 Yrs,0.0,1.0,Not Disclosed,0.0,0.0,Mumbai,365.0,Naukri,4.4,8.0,"Reconciliation, SAS, Underwriting",No,0.0,Mumbai,"['Reconciliation', 'Sas', 'Underwriting']"
Data Analyst,Response Informatics,1-4 Yrs,1.0,4.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,365.0,Naukri,3.9,19.0,"SQL, Actuarial, Continuous improvement",No,0.0,Hyderabad,"['Sql', 'Actuarial', 'Continuous Improvement']"
"Data Analyst, Reinsurance Administration",RGA,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Mumbai,90.0,Naukri,4.4,8.0,"Underwriting, Claims, Actuarial",No,0.0,Mumbai,"['Underwriting', 'Claims', 'Actuarial']"
Data Analyst,Response Informatics,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,"Chennai, Pune, New Delhi
													+4 more",90.0,Naukri,3.9,19.0,"Microstrategy, data visualization, Data analytics",No,0.0,Chennai,"['Microstrategy', 'Data Visualization', 'Data Analytics']"
Data Analyst - Python/Power BI (1-3 yrs),Info Origin Inc,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,90.0,hirist,4.2,11.0,"Data Analyst, Data Analytics, Python",No,0.0,Bengaluru,"['Data Analyst', 'Data Analytics', 'Python']"
Scrum Master,Appzlogic Mobility Solutions Pvt Ltd,10-20 Yrs,10.0,20.0,Not Disclosed,0.0,0.0,Noida,300.0,Naukri,3.8,26.0,"Workflow, Scrum, JIRA",No,0.0,Noida,"['Workflow', 'Scrum', 'Jira']"
Senior Data Analyst,RGA,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Mumbai,730.0,Naukri,4.4,8.0,"Data Management, Finance, Data Quality",No,0.0,Mumbai,"['Data Management', 'Finance', 'Data Quality']"
GIS Data Analyst,Carifer Technologies Private Limited,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,Erode,365.0,Naukri,4.4,8.0,"MS Office, Consulting, SAN",No,0.0,Erode,"['Ms Office', 'Consulting', 'San']"
Data Analyst,Intuitive Apps,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,240.0,Naukri,5.0,4.0,"Data analysis, UML, Cognos",No,0.0,Gurugram,"['Data Analysis', 'Uml', 'Cognos']"
Senior Business Data Analyst,NthInsight Technologies,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,30.0,Naukri,4.0,1.0,"Business Data Analyst, Analytics, Usage",No,0.0,Bengaluru,"['Business Data Analyst', 'Analytics', 'Usage']"
Senior Data Analyst,Paradigm Inc,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Remote,30.0,Naukri,4.0,1.0,"Clinical research, Pharma, Analytical",No,0.0,Remote,"['Clinical Research', 'Pharma', 'Analytical']"
Health Care Data Analyst / BA,Y&L Consulting,8-13 Yrs,8.0,13.0,₹ 12 - 22L/yr,1200000.0,2200000.0,Hyderabad / Secunderabad,30.0,Naukri,3.9,0.0,"data analysis, Power BI, SAS",Yes,1700000.0,Hyderabad,"['Data Analysis', 'Power Bi', 'Sas']"
Data Analyst SAS,Intileo Technologies,8-13 Yrs,8.0,13.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Kolkata",0.0,Naukri,3.9,0.0,"Base SAS, Risk data, Pyspark",No,0.0,Bengaluru,"['Base Sas', 'Risk Data', 'Pyspark']"
Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3.0,8.0,₹ 15 - 30L/yr,1500000.0,3000000.0,"Pune, Bangalore / Bengaluru",0.0,Naukri,3.9,0.0,"Business Intelligence, hql, Business Analytics",Yes,2250000.0,Pune,"['Business Intelligence', 'Hql', 'Business Analytics']"
Data Analyst,Aliqan Services,7-10 Yrs,7.0,10.0,₹ 22.5 - 35L/yr,2250000.0,3500000.0,"Pune, Mumbai",10.0,Naukri,3.9,0.0,"Procurement, Data Loader, Fieldglass",Yes,2875000.0,Pune,"['Procurement', 'Data Loader', 'Fieldglass']"
Data Analyst- Biostatistics- cancer,Odigoshub,8-12 Yrs,8.0,12.0,₹ 13 - 20L/yr,1300000.0,2000000.0,Navi Mumbai,1.0,Naukri,3.9,0.0,"Pivot Table, R platform, Data Analytics",Yes,1650000.0,Navi Mumbai,"['Pivot Table', 'R Platform', 'Data Analytics']"
Business Analyst & Data Analyst Data Science Only Freshers Can Apply,Techgimini,0-1 Yrs,0.0,1.0,₹ 4.75 - 7L/yr,475000.0,700000.0,Pune,1.0,Naukri,3.9,0.0,"Crm Systems, ERP, System Analysis",Yes,587500.0,Pune,"['Crm Systems', 'Erp', 'System Analysis']"
Data Analyst - Power BI,Gramener IT Services,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,300.0,Naukri,3.5,6.0,"SAP, GCP, CMIS",No,0.0,Hyderabad,"['Sap', 'Gcp', 'Cmis']"
Data Analyst - Power BI,Gramener IT Services,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Coimbatore, Hyderabad / Secunderabad",300.0,Naukri,3.5,6.0,"Web designing, Web development, Usability testing",No,0.0,Bengaluru,"['Web Designing', 'Web Development', 'Usability Testing']"
Data Analyst - Power BI,Gramener IT Services,5-9 Yrs,5.0,9.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Coimbatore, Hyderabad / Secunderabad",300.0,Naukri,3.5,6.0,"Application development, MIN",No,0.0,Bengaluru,"['Application Development', 'Min']"
APIC & DataPower Developer,Gramener IT Services,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,"Chennai, Hyderabad / Secunderabad",365.0,Naukri,3.5,6.0,"Data modeling, Excel, SQL queries",No,0.0,Chennai,"['Data Modeling', 'Excel', 'Sql Queries']"
Data Analyst,iXie Gaming,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"SQL, Monitoring, Python",No,0.0,Hyderabad,"['Sql', 'Monitoring', 'Python']"
Data Analyst,iXie Gaming,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"Data Analyst, SQL, CRM",No,0.0,Hyderabad,"['Data Analyst', 'Sql', 'Crm']"
Data Analyst,iXie Gaming,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"Data Analyst, SQL, CRM",No,0.0,Hyderabad,"['Data Analyst', 'Sql', 'Crm']"
Data Analyst - Tableau,iXie Gaming,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Chennai,180.0,Naukri,4.0,14.0,"SAN, SAS, SOC",No,0.0,Chennai,"['San', 'Sas', 'Soc']"
Data Analyst,iXie Gaming,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Chennai,150.0,Naukri,4.0,14.0,"SQL, CRM, Python",No,0.0,Chennai,"['Sql', 'Crm', 'Python']"
Data Analyst,iXie Gaming,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,180.0,Naukri,4.0,14.0,"Data Analyst, CRM, Python",No,0.0,Bengaluru,"['Data Analyst', 'Crm', 'Python']"
Data Analyst,iXie Gaming,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"Data Analyst, SQL, CRM",No,0.0,Hyderabad,"['Data Analyst', 'Sql', 'Crm']"
Data Analyst,iXie Gaming,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Chennai,180.0,Naukri,4.0,14.0,"IT services, Computer science, tableau",No,0.0,Chennai,"['It Services', 'Computer Science', 'Tableau']"
Data Analyst,iXie Gaming,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,240.0,Naukri,4.0,14.0,"CRM, SAN, SOC",No,0.0,Bengaluru,"['Crm', 'San', 'Soc']"
Data Analyst - R/Python (3-7 yrs),RapidBraiins,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Remote,2.0,hirist,3.9,0.0,"Data Analyst, Data Analytics, R",No,0.0,Remote,"['Data Analyst', 'Data Analytics', 'R']"
Senior Data Analyst! Salary 60k,Indu Kumari,7-12 Yrs,7.0,12.0,₹ 3 - 6.5L/yr,300000.0,650000.0,Palwal,2.0,Naukri,3.9,0.0,"Google Data Studio, Google Analytics, Google scripts",Yes,475000.0,Palwal,"['Google Data Studio', 'Google Analytics', 'Google Scripts']"
Data Analyst (fresher) - magarpatta Pune - immediate joiner,Insight Consultancy Services,Not Specified,0.0,0.0,Not Disclosed,0.0,0.0,Not Specified,2.0,Naukri,3.9,0.0,Not Specified,No,0.0,Not Specified,[]
Data Analyst,Gamenation,1-5 Yrs,1.0,5.0,₹ 2 - 4.5L/yr,200000.0,450000.0,Chennai,2.0,Naukri,1.0,1.0,"Communication Skills, Data Integrity, Report Development",Yes,325000.0,Chennai,"['Communication Skills', 'Data Integrity', 'Report Development']"
Global Compensation Analyst,Jumpcloud,4-5 Yrs,4.0,5.0,Not Disclosed,0.0,0.0,"Pune, New Delhi, Mumbai
													+2 more",30.0,Naukri,3.6,4.0,"compensation analyst, HRIS, Data Analyst",No,0.0,Pune,"['Compensation Analyst', 'Hris', 'Data Analyst']"
Data Analyst,Shell Infotech,5-10 Yrs,5.0,10.0,₹ 25 - 27.5L/yr,2500000.0,2750000.0,Bangalore Rural,2.0,Naukri,3.9,0.0,"Risk data, Basel, SAS",Yes,2625000.0,Bengaluru,"['Risk Data', 'Basel', 'Sas']"
People Analytics Data Analyst,MetaforgeIT solutions,4-6 Yrs,4.0,6.0,₹ 12 - 14L/yr,1200000.0,1400000.0,Hyderabad / Secunderabad,2.0,Naukri,3.9,0.0,"Analytical Skills, Data Extraction, WorkDay",Yes,1300000.0,Hyderabad,"['Analytical Skills', 'Data Extraction', 'Workday']"
Con - Data Analyst ( Python + SQL - must ),Pylon Management Consulting,2-4 Yrs,2.0,4.0,₹ 3.6 - 16.1L/yr (AmbitionBox estimate),360000.0,1610000.0000000002,Bangalore Rural,2.0,Naukri,3.9,0.0,"power BI reporting, Excel, tableau reporting",Yes,985000.0,Bengaluru,"['Power Bi Reporting', 'Excel', 'Tableau Reporting']"
Data Analyst (Tableau/BI/CRMA),Databricks,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,60.0,Naukri,2.6,11.0,"SAN, Data analysis, Data modeling",No,0.0,Bengaluru,"['San', 'Data Analysis', 'Data Modeling']"
Data Analyst with an Insurance Company,The Recruiters,1-3 Yrs,1.0,3.0,₹ 7 - 10L/yr,700000.0,1000000.0,Kolkata,2.0,Naukri,3.9,0.0,"Power Bi, Data Analysis, Advanced Excel",Yes,850000.0,Kolkata,"['Power Bi', 'Data Analysis', 'Advanced Excel']"
Senior Data Analyst,Quation Solutions Pvt Ltd,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Chennai,30.0,Naukri,4.4,2.0,"SQL, HTML, Business analysis",No,0.0,Chennai,"['Sql', 'Html', 'Business Analysis']"
Wayfair - Lead Analyst - SQL/Python (4-8 yrs),Wayfair,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,60.0,hirist,4.0,12.0,"SQL, Hive, Spark",No,0.0,Bengaluru,"['Sql', 'Hive', 'Spark']"
Data Modeller/Data Analyst (5-12 yrs),VIDPRO CONSULTANCY SERVICES,5-12 Yrs,5.0,12.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Kolkata, Chennai
													+2 more",3.0,hirist,3.9,0.0,"Data Warehousing, Data Modeling, Data Visualization",No,0.0,Bengaluru,"['Data Warehousing', 'Data Modeling', 'Data Visualization']"
Data Analyst/Senior Data Analyst/Data Scientist - Bank (2-8 yrs),Steps,2-8 Yrs,2.0,8.0,Not Disclosed,0.0,0.0,Mumbai,3.0,iimjobs,3.9,0.0,"Data Analytics, Analytics, Data Scientist",No,0.0,Mumbai,"['Data Analytics', 'Analytics', 'Data Scientist']"
Data Integration Analyst - Talend/ETL (2-4 yrs),TalentXo,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,60.0,hirist,2.9,20.0,"Data Integration, Data Analyst, ETL",No,0.0,Bengaluru,"['Data Integration', 'Data Analyst', 'Etl']"
Data Analyst - NBFC (7-15 yrs),The BIG Advantage,7-15 Yrs,7.0,15.0,Not Disclosed,0.0,0.0,Mumbai,3.0,iimjobs,3.9,0.0,"Data Analytics, Analytics, Data Science",No,0.0,Mumbai,"['Data Analytics', 'Analytics', 'Data Science']"
Data Analyst || Immediate Joiner,Hiresquad Resources,4-9 Yrs,4.0,9.0,₹ 4 - 8.5L/yr,400000.0,850000.0,"Chennai, Bangalore / Bengaluru",3.0,Naukri,3.9,0.0,"Power Bi, Alteryx, Tableau",Yes,625000.0,Chennai,"['Power Bi', 'Alteryx', 'Tableau']"
Data Analyst,Xoom Inc,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,3.0,Naukri,3.9,0.0,"Computer science, Data analysis, Machine learning",No,0.0,Hyderabad,"['Computer Science', 'Data Analysis', 'Machine Learning']"
Data Analyst,BOMBAY PLAY PRIVATE LIMITED,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,150.0,Naukri,4.5,6.0,C,No,0.0,Bengaluru,['C']
Marketing Data Analyst,Headspin Technologies Private Limited,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Remote,300.0,Naukri,4.0,12.0,"Data Analyst, CRM, Data analysis",No,0.0,Remote,"['Data Analyst', 'Crm', 'Data Analysis']"
Data Analyst,Herijobs,3-5 Yrs,3.0,5.0,₹ 2.5 - 3.75L/yr,250000.0,375000.0,Surat,3.0,Naukri,3.9,0.0,"Pivot Table, VLOOKUP, Data Analysis",Yes,312500.0,Surat,"['Pivot Table', 'Vlookup', 'Data Analysis']"
Data Scientist/ Data Analyst,Keenedge Hr Solutions,8-10 Yrs,8.0,10.0,₹ 25 - 30L/yr,2500000.0,3000000.0,New Delhi,3.0,Naukri,3.9,0.0,"Tensorflow, Power Bi, Aws Cloud",Yes,2750000.0,Delhi,"['Tensorflow', 'Power Bi', 'Aws Cloud']"
Data Analyst,Hiresquad Resources,4-9 Yrs,4.0,9.0,₹ 7 - 17L/yr,700000.0,1700000.0,"Chennai, Bangalore / Bengaluru",3.0,Naukri,3.9,0.0,"Power BI, Tableau, SQL",Yes,1200000.0,Chennai,"['Power Bi', 'Tableau', 'Sql']"
Data Analyst - Sales,Enticement Infrastructure,4-8 Yrs,4.0,8.0,₹ 5 - 8.5L/yr,500000.0,850000.0,Noida,3.0,Naukri,3.9,0.0,"Sales Mis, MS Access, MIS",Yes,675000.0,Noida,"['Sales Mis', 'Ms Access', 'Mis']"
